word,isCorrect,class,level
legislature,true,noun,c1
legislatture,false,noun,c1
legitimate,true,adjective,c1
legitimmate,false,adjective,c1
leisure,true,noun,b1
liesure,false,noun,b1
length,true,noun,b1
lentgh,false,noun,b1
lengthy,true,adjective,c1
lentghy,false,adjective,c1
lens,true,noun,b2
lesn,false,noun,b2
lesbian,true,adjective,c1
lesiban,false,adjective,c1
lesser,true,adjective,c1
leser,false,adjective,c1
lethal,true,adjective,c1
letahl,false,adjective,c1
level,true,adjective,b1
leevl,false,adjective,b1
liable,true,adjective,c1
liible,false,adjective,c1
liberal,true,adjective,c1
liberral,false,adjective,c1
liberation,true,noun,c1
liberasion,false,noun,c1
liberty,true,noun,c1
librety,false,noun,c1
licence,true,noun,b2
licance,false,noun,b2
license,true,verb,c1
licens,false,verb,c1
lifelong,true,adjective,c1
liphelong,false,adjective,c1
lifetime,true,noun,b2
liphetime,false,noun,b2
lighting,true,noun,b2
lighitng,false,noun,b2
like,true,noun,b1
likelihood,true,noun,c1
likellihood,false,noun,c1
likewise,true,adverb,b2
likewisse,false,adverb,b2
limb,true,noun,c1
libm,false,noun,c1
limit,true,noun,b1
limmit,false,noun,b1
limitation,true,noun,b2
limitasion,false,noun,b2
limited,true,adjective,b2
limmited,false,adjective,b2
line,true,verb,b2
linne,false,verb,b2
line-up,true,noun,c1
linne-up,false,noun,c1
linear,true,adjective,c1
lineer,false,adjective,c1
linger,true,verb,c1
linegr,false,verb,c1
liquid,true,adjective,b1
liqiud,false,adjective,b1
listing,true,noun,c1
lisitng,false,noun,c1
literacy,true,noun,c1
litteracy,false,noun,c1
literally,true,adverb,b2
literaly,false,adverb,b2
literary,true,adjective,b2
literery,false,adjective,b2
literature,true,noun,b1
litterature,false,noun,b1
litre,true,noun,b2
litr,false,noun,b2
litter,true,noun,b2
liter,false,noun,b2
live,true,adjective,b1
lively,true,adjective,b2
livelly,false,adjective,b2
liver,true,noun,c1
lievr,false,noun,c1
living,true,adjective,b1
livnig,false,adjective,b1
load,true,noun,b2
loud,false,noun,b2
loan,true,noun,b2
loun,false,noun,b2
lobby,true,noun,c1
lobbyy,false,noun,c1
local,true,noun,b1
loacl,false,noun,b1
locate,true,verb,b1
locatte,false,verb,b1
located,true,adjective,b1
locatted,false,adjective,b1
location,true,noun,b1
locasion,false,noun,b1
logic,true,noun,c1
loigc,false,noun,c1
logical,true,adjective,b2
logcial,false,adjective,b2
logo,true,noun,b2
loog,false,noun,b2
lonely,true,adjective,b1
lonnely,false,adjective,b1
long-standing,true,adjective,c1
long-satnding,false,adjective,c1
long-term,true,adjective,b2
longt-erm,false,adjective,b2
long-time,true,adjective,c1
long-timme,false,adjective,c1
loom,true,verb,c1
lomo,false,verb,c1
loop,true,noun,c1
lopo,false,noun,c1
loose,true,adjective,b2
loosse,false,adjective,b2
lord,true,noun,b2
lodr,false,noun,b2
loss,true,noun,b1
lottery,true,noun,b2
lottary,false,noun,b2
lower,true,verb,b2
loewr,false,verb,b2
loyal,true,adjective,b2
loayl,false,adjective,b2
loyalty,true,noun,c1
loylaty,false,noun,c1
lung,true,noun,b2
lugn,false,noun,b2
luxury,true,adjective,b1
luxurry,false,adjective,b1
lyric,true,noun,b2
lyirc,false,noun,b2
machinery,true,noun,c1
machinary,false,noun,c1
magic,true,adjective,b1
maigc,false,adjective,b1
magical,true,adjective,c1
magcial,false,adjective,c1
magistrate,true,noun,c1
magistratte,false,noun,c1
magnetic,true,adjective,c1
magnettic,false,adjective,c1
magnificent,true,adjective,b2
magniphicent,false,adjective,b2
magnitude,true,noun,c1
magnittude,false,noun,c1
mainland,true,noun,c1
mainalnd,false,noun,c1
mainly,true,adverb,b1
mailny,false,adverb,b1
mainstream,true,adjective,c1
mainstreem,false,adjective,c1
maintain,true,verb,b2
mainatin,false,verb,b2
maintenance,true,noun,c1
maintainance,false,noun,c1
major,true,noun,
maojr,false,noun,
majority,true,noun,b2
majoritty,false,noun,b2
make,true,noun,b2
make-up,true,noun,b2
mak-eup,false,noun,b2
making,true,noun,b2
maknig,false,noun,b2
mall,true,noun,b1
management,true,noun,b1
managemment,false,noun,b1
mandate,true,noun,c1
mandatte,false,noun,c1
mandatory,true,adjective,c1
mandattory,false,adjective,c1
manifest,true,verb,c1
maniphest,false,verb,c1
manipulate,true,verb,c1
mannipulate,false,verb,c1
manipulation,true,noun,c1
manipulasion,false,noun,c1
manufacture,true,verb,b2
manuphacture,false,verb,b2
manufacturing,true,noun,b2
manuphacturing,false,noun,b2
manuscript,true,noun,c1
mannuscript,false,noun,c1
marathon,true,noun,b2
marrathon,false,noun,b2
march,true,noun,c1
macrh,false,noun,c1
margin,true,noun,b2
marign,false,noun,b2
marginal,true,adjective,c1
marginnal,false,adjective,c1
marine,true,adjective,c1
marinne,false,adjective,c1
marker,true,noun,b2
marekr,false,noun,b2
market,true,verb,b1
marekt,false,verb,b1
marketing,true,noun,b1
marketting,false,noun,b1
marketplace,true,noun,c1
marketplac,false,noun,c1
marriage,true,noun,b1
mariage,false,noun,b1
martial,true,adjective,b2
marital,false,adjective,b2
mask,true,noun,c1
maks,false,noun,c1
mass,true,adjective,b2
massacre,true,noun,c1
masacre,false,noun,c1
massive,true,adjective,b2
masive,false,adjective,b2
master,true,noun,b2
masetr,false,noun,b2
matching,true,adjective,b2
matcihng,false,adjective,b2
mate,true,noun,b2
matte,false,noun,b2
material,true,adjective,b2
matterial,false,adjective,b2
mathematical,true,adjective,c1
mathemmatical,false,adjective,c1
mature,true,adjective,c1
matture,false,adjective,c1
maximize,true,verb,c1
maximmize,false,verb,c1
maximum,true,adjective,b2
maximmum,false,adjective,b2
mayor,true,noun,b2
maoyr,false,noun,b2
meaningful,true,adjective,c1
meeningful,false,adjective,c1
means,true,noun,b2
meens,false,noun,b2
meantime,true,noun,c1
meentime,false,noun,c1
meanwhile,true,adverb,b1
meenwhile,false,adverb,b1
measure,true,noun,b1
meesure,false,noun,b1
measurement,true,noun,b2
meesurement,false,noun,b2
mechanic,true,noun,b2
mechannic,false,noun,b2
mechanical,true,adjective,b2
mechannical,false,adjective,b2
mechanism,true,noun,b2
mechannism,false,noun,b2
medal,true,noun,b2
meadl,false,noun,b2
medication,true,noun,b2
medicasion,false,noun,b2
medieval,true,adjective,c1
medival,false,adjective,c1
meditation,true,noun,c1
meditasion,false,noun,c1
medium,true,adjective,b1
meduim,false,adjective,b1
melody,true,noun,c1
mellody,false,noun,c1
melt,true,verb,b2
metl,false,verb,b2
membership,true,noun,b2
membesrhip,false,noun,b2
memo,true,noun,c1
memmo,false,noun,c1
memoir,true,noun,c1
memmoir,false,noun,c1
memorable,true,adjective,b2
memorible,false,adjective,b2
memorial,true,noun,c1
memmorial,false,noun,c1
mental,true,adjective,b1
menatl,false,adjective,b1
mention,true,noun,b1
mension,false,noun,b1
mentor,true,noun,c1
menotr,false,noun,c1
merchant,true,noun,c1
mercahnt,false,noun,c1
mercy,true,noun,c1
mecry,false,noun,c1
mere,true,adjective,c1
merre,false,adjective,c1
merely,true,adverb,c1
merelly,false,adverb,c1
merge,true,verb,c1
merg,false,verb,c1
merger,true,noun,c1
meregr,false,noun,c1
merit,true,noun,c1
merrit,false,noun,c1
mess,true,noun,b1
metaphor,true,noun,b2
metafor,false,noun,b2
methodology,true,noun,c1
methodollogy,false,noun,c1
midst,true,noun,c1
misdt,false,noun,c1
migration,true,noun,c1
migrasion,false,noun,c1
mild,true,adjective,b1
midl,false,adjective,b1
militant,true,adjective,c1
millitant,false,adjective,c1
military,true,adjective,b2
militery,false,adjective,b2
militia,true,noun,c1
millitia,false,noun,c1
mill,true,noun,c1
mine,true,noun,b1
minne,false,noun,b1
miner,true,noun,b2
minner,false,noun,b2
mineral,true,noun,b2
minneral,false,noun,b2
minimal,true,adjective,c1
minimmal,false,adjective,c1
minimize,true,verb,c1
minimmize,false,verb,c1
minimum,true,adjective,b2
minimmum,false,adjective,b2
mining,true,noun,c1
minning,false,noun,c1
minister,true,noun,b2
minnister,false,noun,b2
ministry,true,noun,c1
minnistry,false,noun,c1
minor,true,adjective,b2
minnor,false,adjective,b2
minority,true,noun,b2
minnority,false,noun,b2
minute,true,adjective,c1
minnute,false,adjective,c1
miracle,true,noun,c1
mirracle,false,noun,c1
miserable,true,adjective,b2
miserible,false,adjective,b2
misery,true,noun,c1
misary,false,noun,c1
misleading,true,adjective,c1
misleeding,false,adjective,c1
missile,true,noun,c1
misile,false,noun,c1
mission,true,noun,b2
mistion,false,noun,b2
mistake,true,verb,b2
mistak,false,verb,b2
mixed,true,adjective,b2
miexd,false,adjective,b2
mixture,true,noun,b1
mixturre,false,noun,b1
mobility,true,noun,c1
mobillity,false,noun,c1
mobilize,true,verb,c1
mobillize,false,verb,c1
mode,true,noun,b2
model,true,verb,b2
moedl,false,verb,b2
moderate,true,adjective,c1
moderatte,false,adjective,c1
modest,true,adjective,b2
modset,false,adjective,b2
modification,true,noun,c1
modificasion,false,noun,c1
modify,true,verb,b2
modiphy,false,verb,b2
momentum,true,noun,c1
mommentum,false,noun,c1
monitor,true,noun,b2
monnitor,false,noun,b2
monk,true,noun,c1
mokn,false,noun,c1
monopoly,true,noun,c1
monnopoly,false,noun,c1
monster,true,noun,b2
montser,false,noun,b2
monthly,true,adjective,b2
monhtly,false,adjective,b2
monument,true,noun,b2
monumment,false,noun,b2
mood,true,noun,b1
modo,false,noun,b1
moral,true,adjective,b2
morral,false,adjective,b2
morality,true,noun,c1
morallity,false,noun,c1
moreover,true,adverb,b2
morreover,false,adverb,b2
mortgage,true,noun,b2
mortgag,false,noun,b2
mosque,true,noun,b2
mosuqe,false,noun,b2
motion,true,noun,b2
mosion,false,noun,b2
motivate,true,verb,b2
mottivate,false,verb,b2
motivation,true,noun,b2
motivasion,false,noun,b2
motive,true,noun,c1
mottive,false,noun,c1
motor,true,adjective,b2
mottor,false,adjective,b2
motorist,true,noun,c1
mottorist,false,noun,c1
mount,true,verb,b2
moant,false,verb,b2
move,true,noun,b1
moving,true,adjective,b2
movnig,false,adjective,b2
multiple,true,adjective,b2
multipl,false,adjective,b2
multiply,true,verb,b2
multpily,false,verb,b2
municipal,true,adjective,c1
munnicipal,false,adjective,c1
murder,true,noun,b1
muredr,false,noun,b1
muscle,true,noun,b1
muscl,false,noun,b1
musical,true,noun,b1
mussical,false,noun,b1
mutual,true,adjective,c1
muttual,false,adjective,c1
mysterious,true,adjective,b2
mysterioas,false,adjective,b2
mystery,true,noun,b1
mystary,false,noun,b1
myth,true,noun,b2
myht,false,noun,b2
nail,true,noun,b1
nali,false,noun,b1
naked,true,adjective,b2
naekd,false,adjective,b2
namely,true,adverb,c1
nammely,false,adverb,c1
narrative,true,adjective,b1
narative,false,adjective,b1
narrow,true,verb,b2
narow,false,verb,b2
nasty,true,adjective,b2
natsy,false,adjective,b2
nation,true,noun,b1
nasion,false,noun,b1
national,true,noun,b2
nasional,false,noun,b2
nationwide,true,adjective,c1
nasionwide,false,adjective,c1
native,true,adjective,b1
nattive,false,adjective,b1
naturally,true,adverb,b1
naturaly,false,adverb,b1
naval,true,adjective,c1
naavl,false,adjective,c1
navigation,true,noun,b2
navigasion,false,noun,b2
nearby,true,adjective,b2
neerby,false,adjective,b2
neat,true,adjective,b2
neet,false,adjective,b2
necessarily,true,adverb,b1
necesarily,false,adverb,b1
necessity,true,noun,b2
necesity,false,noun,b2
need,true,modal verb,b1
nead,false,modal verb,b1
needle,true,noun,b1
neadle,false,noun,b1
negative,true,noun,b2
negattive,false,noun,b2
neglect,true,noun,c1
negelct,false,noun,c1
negotiate,true,verb,b2
negottiate,false,verb,b2
negotiation,true,noun,b2
negotiasion,false,noun,b2
neighbourhood,true,noun,b1
nieghbourhood,false,noun,b1
neighbouring,true,adjective,c1
nieghbouring,false,adjective,c1
neither,true,adverb,b1
niether,false,adverb,b1
nerve,true,noun,b2
nerv,false,noun,b2
nest,true,noun,c1
nets,false,noun,c1
neutral,true,adjective,b2
neurtal,false,adjective,b2
nevertheless,true,adverb,b2
nevertheles,false,adverb,b2
newly,true,adverb,b2
nelwy,false,adverb,b2
newsletter,true,noun,c1
newsleter,false,noun,c1
next,true,noun,b1
netx,false,noun,b1
niche,true,noun,c1
nich,false,noun,c1
nightmare,true,noun,b2
nightmarre,false,noun,b2
noble,true,adjective,c1
nobl,false,adjective,c1
nominate,true,verb,c1
nomminate,false,verb,c1
nomination,true,noun,c1
nominasion,false,noun,c1
nominee,true,noun,c1
nominea,false,noun,c1
non-profit,true,adjective,c1
non-prophit,false,adjective,c1
nonetheless,true,adverb,c1
nonetheles,false,adverb,c1
nonsense,true,noun,c1
nonsens,false,noun,c1
noon,true,noun,c1
nono,false,noun,c1
norm,true,noun,b2
nomr,false,noun,b2
normal,true,noun,b1
noraml,false,noun,b1
northern,true,adjective,b1
nortehrn,false,adjective,b1
notable,true,adjective,c1
notible,false,adjective,c1
notably,true,adverb,c1
nottably,false,adverb,c1
note,true,verb,b1
notte,false,verb,b1
notebook,true,noun,b2
nottebook,false,noun,b2
notify,true,verb,c1
notiphy,false,verb,c1
notion,true,noun,b2
nosion,false,noun,b2
notorious,true,adjective,c1
notorioas,false,adjective,c1
novel,true,adjective,c1
noevl,false,adjective,c1
novelist,true,noun,b2
novellist,false,noun,b2
nowadays,true,adverb,b2
nowaadys,false,adverb,b2
nuclear,true,adjective,b1
nucleer,false,adjective,b1
numerous,true,adjective,b2
numeroas,false,adjective,b2
nursery,true,noun,c1
nursary,false,noun,c1
nursing,true,noun,b2
nurisng,false,noun,b2
nutrition,true,noun,b2
nutrision,false,noun,b2
obesity,true,noun,b2
obessity,false,noun,b2
obey,true,verb,b2
obye,false,verb,b2
object,true,verb,b2
objcet,false,verb,b2
objection,true,noun,c1
objecsion,false,noun,c1
objective,true,adjective,b2
objectiv,false,adjective,b2
obligation,true,noun,b2
obligasion,false,noun,b2
oblige,true,verb,c1
oblig,false,verb,c1
observation,true,noun,b2
observasion,false,noun,b2
observe,true,verb,b2
observ,false,verb,b2
observer,true,noun,b2
obsevrer,false,noun,b2
obsess,true,verb,c1
obses,false,verb,c1
obsession,true,noun,c1
obsestion,false,noun,c1
obstacle,true,noun,b2
obstacl,false,noun,b2
obtain,true,verb,b2
obtian,false,verb,b2
obvious,true,adjective,b1
obvioas,false,adjective,b1
obviously,true,adverb,b1
obvioasly,false,adverb,b1
occasion,true,noun,b1
occassion,false,noun,b1
occasional,true,adjective,c1
occational,false,adjective,c1
occasionally,true,adverb,b2
occationally,false,adverb,b2
occupation,true,noun,b2
occupasion,false,noun,b2
occupy,true,verb,b2
ocupy,false,verb,b2
occur,true,verb,b1
ocur,false,verb,b1
occurrence,true,noun,c1
occurence,false,noun,c1
odds,true,noun,c1
odsd,false,noun,c1
offence,true,noun,b2
offance,false,noun,b2
offend,true,verb,b2
ophfend,false,verb,b2
offender,true,noun,b2
ophfender,false,noun,b2
offensive,true,adjective,b2
ophfensive,false,adjective,b2
offering,true,noun,c1
ophfering,false,noun,c1
official,true,adjective,b1
ophficial,false,adjective,b1
offspring,true,noun,c1
ophfspring,false,noun,c1
old-fashioned,true,adjective,b1
old-phashioned,false,adjective,b1
once,true,conjunction,b1
ongoing,true,adjective,b2
ongiong,false,adjective,b2
opening,true,noun,b2
openning,false,noun,b2
openly,true,adverb,b2
oppenly,false,adverb,b2
opera,true,noun,b2
oppera,false,noun,b2
operate,true,verb,b2
opperate,false,verb,b2
operation,true,noun,b1
operasion,false,noun,b1
operational,true,adjective,c1
operasional,false,adjective,c1
operator,true,noun,b2
opperator,false,noun,b2
opponent,true,noun,b2
oponent,false,noun,b2
oppose,true,verb,b2
opose,false,verb,b2
opposed,true,adjective,b2
oposed,false,adjective,b2
opposition,true,noun,b2
opposision,false,noun,b2
optical,true,adjective,c1
optcial,false,adjective,c1
optimism,true,noun,c1
optimmism,false,noun,c1
optimistic,true,adjective,b2
optimmistic,false,adjective,b2
oral,true,adjective,c1
orral,false,adjective,c1
orchestra,true,noun,b2
orchsetra,false,noun,b2
organ,true,noun,b2
oragn,false,noun,b2
organic,true,adjective,b2
organnic,false,adjective,b2
organizational,true,adjective,c1
organizasional,false,adjective,c1
organized,true,adjective,b1
organnized,false,adjective,b1
organizer,true,noun,b1
organnizer,false,noun,b1
orientation,true,noun,c1
orientasion,false,noun,c1
origin,true,noun,b2
orrigin,false,noun,b2
original,true,noun,b1
originnal,false,noun,b1
originally,true,adverb,b1
originaly,false,adverb,b1
originate,true,verb,c1
originnate,false,verb,c1
otherwise,true,adverb,b2
otherwisse,false,adverb,b2
ought,true,modal verb,b1
oaght,false,modal verb,b1
ours,true,pronoun,b1
oars,false,pronoun,b1
outbreak,true,noun,c1
outbreek,false,noun,c1
outcome,true,noun,b2
oatcome,false,noun,b2
outdoor,true,adjective,b1
oatdoor,false,adjective,b1
outdoors,true,adverb,b1
oatdoors,false,adverb,b1
outer,true,adjective,b2
oater,false,adjective,b2
outfit,true,noun,b2
oatfit,false,noun,b2
outing,true,noun,c1
oating,false,noun,c1
outlet,true,noun,c1
oatlet,false,noun,c1
outline,true,noun,b2
oatline,false,noun,b2
outlook,true,noun,c1
oatlook,false,noun,c1
output,true,noun,b2
oatput,false,noun,b2
outrage,true,noun,c1
oatrage,false,noun,c1
outsider,true,noun,c1
oatsider,false,noun,c1
outstanding,true,adjective,b2
oatstanding,false,adjective,b2
overall,true,adjective,b2
overal,false,adjective,b2
overcome,true,verb,b2
overcomme,false,verb,b2
overlook,true,verb,c1
overolok,false,verb,c1
overly,true,adverb,c1
ovelry,false,adverb,c1
overnight,true,adverb,b2
overinght,false,adverb,b2
overseas,true,adjective,b2
oversees,false,adjective,b2
oversee,true,verb,c1
oversea,false,verb,c1
overturn,true,verb,c1
overutrn,false,verb,c1
overwhelm,true,verb,c1
overhwelm,false,verb,c1
overwhelming,true,adjective,c1
overwhleming,false,adjective,c1
ownership,true,noun,b2
ownesrhip,false,noun,b2
oxygen,true,noun,b2
oxyegn,false,noun,b2
pace,true,noun,b2
pack,true,noun,b1
pakc,false,noun,b1
package,true,noun,b1
packag,false,noun,b1
packet,true,noun,b2
pacekt,false,noun,b2
painful,true,adjective,b1
painphul,false,adjective,b1
pale,true,adjective,b1
palle,false,adjective,b1
palm,true,noun,b2
paml,false,noun,b2
panel,true,noun,b2
pannel,false,noun,b2
panic,true,noun,b2
pannic,false,noun,b2
parade,true,noun,b2
parrade,false,noun,b2
parallel,true,adjective,b2
paralel,false,adjective,b2
parameter,true,noun,c1
parammeter,false,noun,c1
parental,true,adjective,c1
parrental,false,adjective,c1
parish,true,noun,c1
parrish,false,noun,c1
parliament,true,noun,b2
parliamment,false,noun,b2
parliamentary,true,adjective,c1
parliamentery,false,adjective,c1
part-time,true,adjective,b2
part-timme,false,adjective,b2
partial,true,adjective,c1
parital,false,adjective,c1
partially,true,adverb,c1
partialy,false,adverb,c1
participant,true,noun,b2
particippant,false,noun,b2
participate,true,verb,b1
particippate,false,verb,b1
participation,true,noun,b2
participasion,false,noun,b2
particularly,true,adverb,b1
particullarly,false,adverb,b1
partly,true,adverb,b2
parlty,false,adverb,b2
partnership,true,noun,b2
partnreship,false,noun,b2
pass,true,noun,b1
passage,true,noun,b2
pasage,false,noun,b2
passing,true,noun,c1
pasing,false,noun,c1
passion,true,noun,b1
pastion,false,noun,b1
passionate,true,adjective,b2
pastionate,false,adjective,b2
passive,true,adjective,c1
pasive,false,adjective,c1
password,true,noun,b2
pasword,false,noun,b2
pastor,true,noun,c1
pasotr,false,noun,c1
patch,true,noun,c1
pacth,false,noun,c1
patent,true,noun,c1
pattent,false,noun,c1
path,true,noun,b1
paht,false,noun,b1
pathway,true,noun,c1
patwhay,false,noun,c1
patience,true,noun,b2
patiance,false,noun,b2
patient,true,adjective,b2
pateint,false,adjective,b2
patrol,true,noun,c1
patorl,false,noun,c1
patron,true,noun,c1
patorn,false,noun,c1
pause,true,noun,b2
pausse,false,noun,b2
payment,true,noun,b1
payemnt,false,noun,b1
peaceful,true,adjective,b1
peeceful,false,adjective,b1
peak,true,noun,c1
peek,false,noun,c1
peasant,true,noun,c1
peesant,false,noun,c1
peculiar,true,adjective,c1
peculliar,false,adjective,c1
peer,true,noun,b2
pear,false,noun,b2
penalty,true,noun,b2
pennalty,false,noun,b2
pension,true,noun,b2
pention,false,noun,b2
perceive,true,verb,b2
percieve,false,verb,b2
percentage,true,noun,b1
percentag,false,noun,b1
perception,true,noun,b2
percepsion,false,noun,b2
perfectly,true,adverb,b1
perphectly,false,adverb,b1
performance,true,noun,b1
performence,false,noun,b1
permanent,true,adjective,b2
permannent,false,adjective,b2
permanently,true,adverb,b2
permannently,false,adverb,b2
permit,true,noun,b2
perimt,false,noun,b2
persist,true,verb,c1
perisst,false,verb,c1
persistent,true,adjective,c1
persitsent,false,adjective,c1
personally,true,adverb,b1
personaly,false,adverb,b1
personnel,true,noun,c1
personel,false,noun,c1
perspective,true,noun,b2
perspectiv,false,noun,b2
persuade,true,verb,b1
persuad,false,verb,b1
petition,true,noun,c1
petision,false,noun,c1
phase,true,noun,b2
fase,false,noun,b2
phenomenon,true,noun,b2
fenomenon,false,noun,b2
philosopher,true,noun,c1
filosopher,false,noun,c1
philosophical,true,adjective,c1
filosophical,false,adjective,c1
philosophy,true,noun,b2
filosophy,false,noun,b2
photographer,true,noun,b1
fotographer,false,noun,b1
photography,true,noun,b1
fotography,false,noun,b1
physician,true,noun,c1
fysician,false,noun,c1
pick,true,noun,b2
pikc,false,noun,b2
picture,true,verb,b2
picturre,false,verb,b2
pile,true,noun,b2
pille,false,noun,b2
pill,true,noun,b2
pioneer,true,noun,c1
pionear,false,noun,c1
pipe,true,noun,b1
pippe,false,noun,b1
pipeline,true,noun,c1
pipelinne,false,noun,c1
pirate,true,noun,c1
piratte,false,noun,c1
pitch,true,noun,b2
picth,false,noun,b2
pity,true,noun,b2
pitty,false,noun,b2
place,true,verb,b1
plac,false,verb,b1
placement,true,noun,b2
placemment,false,noun,b2
plain,true,adjective,b2
plian,false,adjective,b2
planning,true,noun,b1
planing,false,noun,b1
plea,true,noun,c1
plee,false,noun,c1
plead,true,verb,c1
pleed,false,verb,c1
pleasant,true,adjective,b1
pleesant,false,adjective,b1
pleasure,true,noun,b1
pleesure,false,noun,b1
pledge,true,noun,c1
pledg,false,noun,c1
plenty,true,pronoun,b1
pletny,false,pronoun,b1
plot,true,noun,b1
plto,false,noun,b1
plug,true,noun,c1
plgu,false,noun,c1
plunge,true,verb,c1
plung,false,verb,c1
plus,true,adjective,b2
plsu,false,adjective,b2
poem,true,noun,b1
pome,false,noun,b1
poet,true,noun,b1
pote,false,noun,b1
poetry,true,noun,b1
poerty,false,noun,b1
point,true,verb,b1
ponit,false,verb,b1
pointed,true,adjective,b2
poitned,false,adjective,b2
poison,true,noun,b1
poisson,false,noun,b1
poisonous,true,adjective,b1
poisonoas,false,adjective,b1
pole,true,noun,c1
polle,false,noun,c1
policy,true,noun,b1
pollicy,false,noun,b1
political,true,adjective,b1
pollitical,false,adjective,b1
politician,true,noun,b1
pollitician,false,noun,b1
politics,true,noun,b1
pollitics,false,noun,b1
poll,true,noun,c1
pond,true,noun,c1
podn,false,noun,c1
popularity,true,noun,b2
popullarity,false,noun,b2
port,true,noun,b1
potr,false,noun,b1
portfolio,true,noun,c1
portpholio,false,noun,c1
portion,true,noun,b2
porsion,false,noun,b2
portrait,true,noun,b1
portarit,false,noun,b1
portray,true,verb,c1
porrtay,false,verb,c1
pose,true,verb,b2
posse,false,verb,b2
position,true,verb,b2
posision,false,verb,b2
positive,true,noun,b2
possitive,false,noun,b2
possess,true,verb,b2
posess,false,verb,b2
possibly,true,adverb,b1
posibly,false,adverb,b1
post-war,true,adjective,c1
postw-ar,false,adjective,c1
postpone,true,verb,c1
postponne,false,verb,c1
potential,true,adjective,b2
pottential,false,adjective,b2
potentially,true,adverb,b2
potentialy,false,adverb,b2
pour,true,verb,b1
poar,false,verb,b1
poverty,true,noun,b1
povrety,false,noun,b1
powder,true,noun,b1
powedr,false,noun,b1
power,true,verb,b2
poewr,false,verb,b2
powerful,true,adjective,b1
powerphul,false,adjective,b1
practical,true,adjective,b1
pracitcal,false,adjective,b1
practitioner,true,noun,c1
practisioner,false,noun,c1
praise,true,noun,b2
praisse,false,noun,b2
pray,true,verb,b1
prya,false,verb,b1
prayer,true,noun,b1
praeyr,false,noun,b1
preach,true,verb,c1
preech,false,verb,c1
precede,true,verb,b2
preceed,false,verb,b2
precedent,true,noun,c1
precdeent,false,noun,c1
precious,true,adjective,b2
precioas,false,adjective,b2
precise,true,adjective,b2
precisse,false,adjective,b2
precisely,true,adverb,b2
preciselly,false,adverb,b2
precision,true,noun,c1
precition,false,noun,c1
predator,true,noun,c1
predattor,false,noun,c1
predecessor,true,noun,c1
predecesor,false,noun,c1
predictable,true,adjective,b2
predictible,false,adjective,b2
prediction,true,noun,b1
predicsion,false,noun,b1
predominantly,true,adverb,c1
predomminantly,false,adverb,c1
preference,true,noun,b2
preferance,false,noun,b2
pregnancy,true,noun,c1
preganncy,false,noun,c1
pregnant,true,adjective,b2
pregannt,false,adjective,b2
prejudice,true,noun,c1
prejudic,false,noun,c1
preliminary,true,adjective,c1
preliminery,false,adjective,c1
premier,true,adjective,c1
premeir,false,adjective,c1
premise,true,noun,c1
premmise,false,noun,c1
premium,true,noun,c1
premmium,false,noun,c1
preparation,true,noun,b2
preparasion,false,noun,b2
prepared,true,adjective,b1
preppared,false,adjective,b1
prescribe,true,verb,c1
prescrib,false,verb,c1
prescription,true,noun,c1
prescripsion,false,noun,c1
presence,true,noun,b2
presance,false,noun,b2
preserve,true,verb,b2
presserve,false,verb,b2
preside,true,verb,c1
presside,false,verb,c1
presidency,true,noun,c1
pressidency,false,noun,c1
pressure,true,noun,b1
preasure,false,noun,b1
prestigious,true,adjective,c1
prestigioas,false,adjective,c1
presumably,true,adverb,c1
presummably,false,adverb,c1
presume,true,verb,c1
presumme,false,verb,c1
pretend,true,verb,b1
prettend,false,verb,b1
prevail,true,verb,c1
preavil,false,verb,c1
prevalence,true,noun,c1
prevalance,false,noun,c1
prevention,true,noun,c1
prevension,false,noun,c1
previous,true,adjective,b1
previoas,false,adjective,b1
previously,true,adverb,b1
previoasly,false,adverb,b1
prey,true,noun,c1
prye,false,noun,c1
price,true,verb,b2
pric,false,verb,b2
pride,true,noun,b2
prid,false,noun,b2
priest,true,noun,b1
preist,false,noun,b1
primarily,true,adverb,b2
primmarily,false,adverb,b2
primary,true,adjective,b1
primery,false,adjective,b1
prime,true,adjective,b2
primme,false,adjective,b2
prince,true,noun,b1
princ,false,noun,b1
princess,true,noun,b1
princes,false,noun,b1
principal,true,adjective,b2
princippal,false,adjective,b2
principle,true,noun,b2
principl,false,noun,b2
print,true,noun,b2
prnit,false,noun,b2
printing,true,noun,b1
prinitng,false,noun,b1
prior,true,adjective,b2
proir,false,adjective,b2
priority,true,noun,b2
prioritty,false,noun,b2
prisoner,true,noun,b1
prisonner,false,noun,b1
privacy,true,noun,b2
priavcy,false,noun,b2
private,true,adjective,b1
privatte,false,adjective,b1
privatization,true,noun,c1
privatizasion,false,noun,c1
privilege,true,noun,c1
privelege,false,noun,c1
probability,true,noun,b2
probabillity,false,noun,b2
probable,true,adjective,b2
probible,false,adjective,b2
probe,true,noun,c1
prob,false,noun,c1
problematic,true,adjective,c1
problemmatic,false,adjective,c1
procedure,true,noun,b2
procedurre,false,noun,b2
proceed,true,verb,b2
procead,false,verb,b2
proceeding,true,noun,c1
proceading,false,noun,c1
proceeds,true,noun,c1
proceads,false,noun,c1
process,true,verb,b2
proces,false,verb,b2
processing,true,noun,c1
procesing,false,noun,c1
processor,true,noun,c1
procesor,false,noun,c1
proclaim,true,verb,c1
procalim,false,verb,c1
